Area,Year,average_rain_fall_mm_per_year,avg_temp,Decade,Date
Malaysia,2008,2927,27.12,2000s,2008-01-01 00:00:00
Malaysia,2009,2938,27.47,2000s,2009-01-01 00:00:00
Malaysia,2010,2941,27.69,2010s,2010-01-01 00:00:00
Malaysia,2011,2903,27.27,2010s,2011-01-01 00:00:00
Malaysia,2012,2936,27.36,2010s,2012-01-01 00:00:00
Malaysia,2013,2901,27.8,2010s,2013-01-01 00:00:00
Mali,1990,282,27.61,1990s,1990-01-01 00:00:00
Mali,1991,306,27.58,1990s,1991-01-01 00:00:00
Mali,1992,304,27.2,1990s,1992-01-01 00:00:00
Mali,1993,311,27.55,1990s,1993-01-01 00:00:00
Mali,1994,352,27.05,1990s,1994-01-01 00:00:00
Mali,1995,328,27.25,1990s,1995-01-01 00:00:00
Mali,1996,306,27.64,1990s,1996-01-01 00:00:00
Mali,1997,355,27.38,1990s,1997-01-01 00:00:00
Mali,1998,282,28.08,1990s,1998-01-01 00:00:00
Mali,1999,305,27.26,1990s,1999-01-01 00:00:00
Mali,2000,289,27.51,2000s,2000-01-01 00:00:00
Mali,2001,302,27.79,2000s,2001-01-01 00:00:00
Mali,2002,343,28.18,2000s,2002-01-01 00:00:00
Mali,2004,285,28.07,2000s,2004-01-01 00:00:00
Mali,2005,319,28.13,2000s,2005-01-01 00:00:00
Mali,2006,357,27.62,2000s,2006-01-01 00:00:00
Mali,2007,329,27.94,2000s,2007-01-01 00:00:00
Mali,2008,317,27.62,2000s,2008-01-01 00:00:00
Mali,2009,305,27.89,2000s,2009-01-01 00:00:00
Mali,2010,290,28.18,2010s,2010-01-01 00:00:00
Mali,2011,352,27.79,2010s,2011-01-01 00:00:00
Mali,2012,292,27.39,2010s,2012-01-01 00:00:00
Mali,2013,312,28.53,2010s,2013-01-01 00:00:00
Mauritania,1990,92,27.67,1990s,1990-01-01 00:00:00
Mauritania,1991,146,27.38,1990s,1991-01-01 00:00:00
Mauritania,1992,115,27.52,1990s,1992-01-01 00:00:00
Mauritania,1993,110,27.37,1990s,1993-01-01 00:00:00
Mauritania,1994,140,27.24,1990s,1994-01-01 00:00:00
Mauritania,1995,111,27.7,1990s,1995-01-01 00:00:00
Mauritania,1996,127,27.93,1990s,1996-01-01 00:00:00
Mauritania,1997,109,28.28,1990s,1997-01-01 00:00:00
Mauritania,1998,139,28.52,1990s,1998-01-01 00:00:00
Mauritania,1999,113,27.23,1990s,1999-01-01 00:00:00
Mauritania,2000,146,27.66,2000s,2000-01-01 00:00:00
Mauritania,2001,147,28.28,2000s,2001-01-01 00:00:00
Mauritania,2002,155,27.84,2000s,2002-01-01 00:00:00
Mauritania,2004,147,27.81,2000s,2004-01-01 00:00:00
Mauritania,2005,159,28.14,2000s,2005-01-01 00:00:00
Mauritania,2006,146,27.82,2000s,2006-01-01 00:00:00
Mauritania,2007,97,27.88,2000s,2007-01-01 00:00:00
Mauritania,2008,106,28.14,2000s,2008-01-01 00:00:00
Mauritania,2009,159,27.57,2000s,2009-01-01 00:00:00
Mauritania,2010,155,28.7,2010s,2010-01-01 00:00:00
Mauritania,2011,130,27.87,2010s,2011-01-01 00:00:00
Mauritania,2012,167,27.77,2010s,2012-01-01 00:00:00
Mauritania,2013,97,28.24,2010s,2013-01-01 00:00:00
Mauritius,1990,2041,23.84,1990s,1990-01-01 00:00:00
Mauritius,1991,2111,24.14,1990s,1991-01-01 00:00:00
Mauritius,1992,2058,23.81,1990s,1992-01-01 00:00:00
Mauritius,1993,2098,23.91,1990s,1993-01-01 00:00:00
Mauritius,1994,2043,24.17,1990s,1994-01-01 00:00:00
Mauritius,1995,2079,24.02,1990s,1995-01-01 00:00:00
Mauritius,1996,2080,23.89,1990s,1996-01-01 00:00:00
Mauritius,1997,2100,24.1,1990s,1997-01-01 00:00:00
Mauritius,1998,2043,24.41,1990s,1998-01-01 00:00:00
Mauritius,1999,2043,24.11,1990s,1999-01-01 00:00:00
Mauritius,2000,2058,24,2000s,2000-01-01 00:00:00
Mauritius,2001,2071,24.49,2000s,2001-01-01 00:00:00
Mauritius,2002,2072,24.4,2000s,2002-01-01 00:00:00
Mauritius,2004,2109,24.25,2000s,2004-01-01 00:00:00
Mauritius,2005,2051,24.16,2000s,2005-01-01 00:00:00
Mauritius,2006,2061,24.32,2000s,2006-01-01 00:00:00
Mauritius,2007,2095,24.28,2000s,2007-01-01 00:00:00
Mauritius,2008,2097,24.19,2000s,2008-01-01 00:00:00
Mauritius,2009,2097,24.58,2000s,2009-01-01 00:00:00
Mauritius,2010,2097,24.67,2010s,2010-01-01 00:00:00
Mauritius,2011,2083,24.52,2010s,2011-01-01 00:00:00
Mauritius,2012,2050,24.37,2010s,2012-01-01 00:00:00
Mauritius,2013,2112,24.31,2010s,2013-01-01 00:00:00
Mexico,1990,758,20.24,1990s,1990-01-01 00:00:00
Mexico,1991,813,20.12,1990s,1991-01-01 00:00:00
Mexico,1992,784,20.12,1990s,1992-01-01 00:00:00
Mexico,1993,777,20.16,1990s,1993-01-01 00:00:00
Mexico,1994,768,20.4,1990s,1994-01-01 00:00:00
Mexico,1995,807,20.57,1990s,1995-01-01 00:00:00
Mexico,1996,773,20.43,1990s,1996-01-01 00:00:00
Mexico,1997,758,20.35,1990s,1997-01-01 00:00:00
Mexico,1998,828,20.52,1990s,1998-01-01 00:00:00
Mexico,1999,786,20.17,1990s,1999-01-01 00:00:00
Mexico,2000,776,20.37,2000s,2000-01-01 00:00:00
Mexico,2001,775,20.25,2000s,2001-01-01 00:00:00
Mexico,2002,777,20.37,2000s,2002-01-01 00:00:00
Mexico,2004,814,20.27,2000s,2004-01-01 00:00:00
Mexico,2005,797,20.56,2000s,2005-01-01 00:00:00
Mexico,2006,766,20.64,2000s,2006-01-01 00:00:00
Mexico,2007,825,20.35,2000s,2007-01-01 00:00:00
Mexico,2008,781,20.4,2000s,2008-01-01 00:00:00
Mexico,2009,811,20.78,2000s,2009-01-01 00:00:00
Mexico,2010,778,19.99,2010s,2010-01-01 00:00:00
Mexico,2011,804,20.52,2010s,2011-01-01 00:00:00
Mexico,2012,790,20.75,2010s,2012-01-01 00:00:00
Mexico,2013,798,21.34,2010s,2013-01-01 00:00:00
Montenegro,2006,241,10.56,2000s,2006-01-01 00:00:00
Montenegro,2007,262,11.59,2000s,2007-01-01 00:00:00
Montenegro,2008,300,11.62,2000s,2008-01-01 00:00:00
Montenegro,2009,300,11.46,2000s,2009-01-01 00:00:00
Montenegro,2010,279,11.25,2010s,2010-01-01 00:00:00
Montenegro,2011,310,11.25,2010s,2011-01-01 00:00:00
Montenegro,2012,246,11.53,2010s,2012-01-01 00:00:00
Montenegro,2013,312,12.87,2010s,2013-01-01 00:00:00
Morocco,1990,346,18.23,1990s,1990-01-01 00:00:00
Morocco,1991,380,17.36,1990s,1991-01-01 00:00:00
Morocco,1992,378,17.47,1990s,1992-01-01 00:00:00
Morocco,1993,374,17.02,1990s,1993-01-01 00:00:00
Morocco,1994,405,17.93,1990s,1994-01-01 00:00:00
Morocco,1995,387,18.64,1990s,1995-01-01 00:00:00
Morocco,1996,363,17.86,1990s,1996-01-01 00:00:00
Morocco,1997,406,18.48,1990s,1997-01-01 00:00:00
Morocco,1998,358,18.23,1990s,1998-01-01 00:00:00
Morocco,1999,377,17.78,1990s,1999-01-01 00:00:00
Morocco,2000,371,18.15,2000s,2000-01-01 00:00:00
Morocco,2001,356,18.64,2000s,2001-01-01 00:00:00
Morocco,2002,421,18.22,2000s,2002-01-01 00:00:00
Morocco,2004,355,18.14,2000s,2004-01-01 00:00:00
Morocco,2005,371,18.16,2000s,2005-01-01 00:00:00
Morocco,2006,364,18.44,2000s,2006-01-01 00:00:00
Morocco,2007,365,17.96,2000s,2007-01-01 00:00:00
Morocco,2008,394,17.88,2000s,2008-01-01 00:00:00
Morocco,2009,413,18.64,2000s,2009-01-01 00:00:00
Morocco,2010,420,18.85,2010s,2010-01-01 00:00:00
Morocco,2011,398,18.56,2010s,2011-01-01 00:00:00
Morocco,2012,370,18.22,2010s,2012-01-01 00:00:00
Morocco,2013,405,18.71,2010s,2013-01-01 00:00:00
Mozambique,1990,1032,21.51,1990s,1990-01-01 00:00:00
Mozambique,1991,1084,21.77,1990s,1991-01-01 00:00:00
Mozambique,1992,1054,22.6,1990s,1992-01-01 00:00:00
Mozambique,1993,1107,22.04,1990s,1993-01-01 00:00:00
Mozambique,1994,1060,21.35,1990s,1994-01-01 00:00:00
Mozambique,1995,1081,21.89,1990s,1995-01-01 00:00:00
Mozambique,1996,1035,21.53,1990s,1996-01-01 00:00:00
Mozambique,1997,1073,21.54,1990s,1997-01-01 00:00:00
Mozambique,1998,1103,22.22,1990s,1998-01-01 00:00:00
Mozambique,1999,1104,22.19,1990s,1999-01-01 00:00:00
Mozambique,2000,1081,21.51,2000s,2000-01-01 00:00:00
Mozambique,2001,1042,21.94,2000s,2001-01-01 00:00:00
Mozambique,2002,1105,21.96,2000s,2002-01-01 00:00:00
Mozambique,2004,1053,21.89,2000s,2004-01-01 00:00:00
Mozambique,2005,1078,22.27,2000s,2005-01-01 00:00:00
Mozambique,2006,1075,21.68,2000s,2006-01-01 00:00:00
Mozambique,2007,1105,21.91,2000s,2007-01-01 00:00:00
Mozambique,2008,1095,21.76,2000s,2008-01-01 00:00:00
Mozambique,2009,1088,21.7,2000s,2009-01-01 00:00:00
Mozambique,2010,1043,22.1,2010s,2010-01-01 00:00:00
Mozambique,2011,1049,21.69,2010s,2011-01-01 00:00:00
Mozambique,2012,1053,21.92,2010s,2012-01-01 00:00:00
Mozambique,2013,1060,21.37,2010s,2013-01-01 00:00:00
Namibia,1990,285,20.4,1990s,1990-01-01 00:00:00
Namibia,1991,301,19.92,1990s,1991-01-01 00:00:00
Namibia,1992,286,20.36,1990s,1992-01-01 00:00:00
Namibia,1993,299,20.43,1990s,1993-01-01 00:00:00
Namibia,1994,345,20.14,1990s,1994-01-01 00:00:00
Namibia,1995,332,20.76,1990s,1995-01-01 00:00:00
Namibia,1996,299,19.79,1990s,1996-01-01 00:00:00
Namibia,1997,285,19.97,1990s,1997-01-01 00:00:00
Namibia,1998,306,20.83,1990s,1998-01-01 00:00:00
Namibia,1999,285,20.62,1990s,1999-01-01 00:00:00
Namibia,2000,304,20.26,2000s,2000-01-01 00:00:00
Namibia,2001,299,20.37,2000s,2001-01-01 00:00:00
Namibia,2002,325,20.76,2000s,2002-01-01 00:00:00
Namibia,2004,357,21.01,2000s,2004-01-01 00:00:00
Namibia,2005,334,20.46,2000s,2005-01-01 00:00:00
Namibia,2006,314,19.42,2000s,2006-01-01 00:00:00
Namibia,2007,332,20.49,2000s,2007-01-01 00:00:00
Namibia,2008,332,20.18,2000s,2008-01-01 00:00:00
Namibia,2009,347,20.02,2000s,2009-01-01 00:00:00
Namibia,2010,332,20.62,2010s,2010-01-01 00:00:00
Namibia,2011,327,19.26,2010s,2011-01-01 00:00:00
Namibia,2012,318,20.11,2010s,2012-01-01 00:00:00
Namibia,2013,327,20.73,2010s,2013-01-01 00:00:00
Nepal,1990,1500,15.11,1990s,1990-01-01 00:00:00
Nepal,1991,1509,14.94,1990s,1991-01-01 00:00:00
Nepal,1992,1561,14.95,1990s,1992-01-01 00:00:00
Nepal,1993,1573,15.16,1990s,1993-01-01 00:00:00
Nepal,1994,1573,15.3,1990s,1994-01-01 00:00:00
Nepal,1995,1558,15.3,1990s,1995-01-01 00:00:00
Nepal,1996,1527,15.37,1990s,1996-01-01 00:00:00
Nepal,1997,1541,14.5,1990s,1997-01-01 00:00:00
Nepal,1998,1527,15.49,1990s,1998-01-01 00:00:00
Nepal,1999,1513,15.78,1990s,1999-01-01 00:00:00
Nepal,2000,1546,15.13,2000s,2000-01-01 00:00:00
Nepal,2001,1562,15.41,2000s,2001-01-01 00:00:00
Nepal,2002,1542,15.44,2000s,2002-01-01 00:00:00
Nepal,2004,1517,15.36,2000s,2004-01-01 00:00:00
Nepal,2005,1501,15.53,2000s,2005-01-01 00:00:00
Nepal,2006,1530,15.92,2000s,2006-01-01 00:00:00
Nepal,2007,1550,15.54,2000s,2007-01-01 00:00:00
Nepal,2008,1515,15.27,2000s,2008-01-01 00:00:00
Nepal,2009,1568,15.91,2000s,2009-01-01 00:00:00
Nepal,2010,1549,15.96,2010s,2010-01-01 00:00:00
Nepal,2011,1573,15.12,2010s,2011-01-01 00:00:00
Nepal,2012,1548,15.2,2010s,2012-01-01 00:00:00
Nepal,2013,1532,15.79,2010s,2013-01-01 00:00:00
Netherlands,1990,778,10.63,1990s,1990-01-01 00:00:00
Netherlands,1991,841,9.32,1990s,1991-01-01 00:00:00
Netherlands,1992,812,10.39,1990s,1992-01-01 00:00:00
Netherlands,1993,830,9.47,1990s,1993-01-01 00:00:00
Netherlands,1994,824,10.45,1990s,1994-01-01 00:00:00
Netherlands,1995,841,10.25,1990s,1995-01-01 00:00:00
Netherlands,1996,841,8.32,1990s,1996-01-01 00:00:00
Netherlands,1997,833,10.03,1990s,1997-01-01 00:00:00
Netherlands,1998,845,10.18,1990s,1998-01-01 00:00:00
Netherlands,1999,803,10.74,1990s,1999-01-01 00:00:00
Netherlands,2000,842,10.75,2000s,2000-01-01 00:00:00
Netherlands,2001,849,10.24,2000s,2001-01-01 00:00:00
Netherlands,2002,819,10.64,2000s,2002-01-01 00:00:00
Netherlands,2004,833,10.27,2000s,2004-01-01 00:00:00
Netherlands,2005,806,10.48,2000s,2005-01-01 00:00:00
Netherlands,2006,832,10.97,2000s,2006-01-01 00:00:00
Netherlands,2007,832,11.04,2000s,2007-01-01 00:00:00
Netherlands,2008,789,10.42,2000s,2008-01-01 00:00:00
Netherlands,2009,850,10.33,2000s,2009-01-01 00:00:00
Netherlands,2010,846,8.84,2010s,2010-01-01 00:00:00
Netherlands,2011,811,10.73,2010s,2011-01-01 00:00:00
Netherlands,2012,824,10.08,2010s,2012-01-01 00:00:00
Netherlands,2013,834,9.54,2010s,2013-01-01 00:00:00
New Zealand,1990,1732,13.64,1990s,1990-01-01 00:00:00
New Zealand,1991,1803,12.82,1990s,1991-01-01 00:00:00
New Zealand,1992,1796,12.14,1990s,1992-01-01 00:00:00
New Zealand,1993,1766,12.35,1990s,1993-01-01 00:00:00
New Zealand,1994,1738,12.89,1990s,1994-01-01 00:00:00
New Zealand,1995,1805,13.15,1990s,1995-01-01 00:00:00
New Zealand,1996,1807,13.07,1990s,1996-01-01 00:00:00
New Zealand,1997,1785,12.77,1990s,1997-01-01 00:00:00
New Zealand,1998,1750,13.97,1990s,1998-01-01 00:00:00
New Zealand,1999,1803,13.87,1990s,1999-01-01 00:00:00
New Zealand,2000,1759,13.4,2000s,2000-01-01 00:00:00
New Zealand,2001,1795,13.58,2000s,2001-01-01 00:00:00
New Zealand,2002,1799,13.28,2000s,2002-01-01 00:00:00
New Zealand,2004,1768,12.76,2000s,2004-01-01 00:00:00
New Zealand,2005,1806,13.63,2000s,2005-01-01 00:00:00
New Zealand,2006,1793,13.04,2000s,2006-01-01 00:00:00
New Zealand,2007,1768,13.44,2000s,2007-01-01 00:00:00
New Zealand,2008,1773,13.55,2000s,2008-01-01 00:00:00
New Zealand,2009,1765,12.84,2000s,2009-01-01 00:00:00
New Zealand,2010,1736,13.54,2010s,2010-01-01 00:00:00
New Zealand,2011,1802,13.46,2010s,2011-01-01 00:00:00
New Zealand,2012,1764,12.89,2010s,2012-01-01 00:00:00
New Zealand,2013,1741,13.57,2010s,2013-01-01 00:00:00
Nicaragua,1990,2280,27.03,1990s,1990-01-01 00:00:00
Nicaragua,1991,2303,27.04,1990s,1991-01-01 00:00:00
Nicaragua,1992,2309,27.16,1990s,1992-01-01 00:00:00
Nicaragua,1993,2300,27.05,1990s,1993-01-01 00:00:00
Nicaragua,1994,2354,27.26,1990s,1994-01-01 00:00:00
Nicaragua,1995,2307,27.2,1990s,1995-01-01 00:00:00
Nicaragua,1996,2293,26.76,1990s,1996-01-01 00:00:00
Nicaragua,1997,2347,27.43,1990s,1997-01-01 00:00:00
Nicaragua,1998,2338,27.83,1990s,1998-01-01 00:00:00
Nicaragua,1999,2341,26.82,1990s,1999-01-01 00:00:00
Nicaragua,2000,2285,26.73,2000s,2000-01-01 00:00:00
Nicaragua,2001,2337,26.78,2000s,2001-01-01 00:00:00
Nicaragua,2002,2335,27,2000s,2002-01-01 00:00:00
Nicaragua,2004,2317,27.22,2000s,2004-01-01 00:00:00
Nicaragua,2005,2327,27.2,2000s,2005-01-01 00:00:00
Nicaragua,2006,2283,27.35,2000s,2006-01-01 00:00:00
Nicaragua,2007,2305,27.23,2000s,2007-01-01 00:00:00
Nicaragua,2008,2302,26.75,2000s,2008-01-01 00:00:00
Nicaragua,2009,2353,27.23,2000s,2009-01-01 00:00:00
Nicaragua,2010,2354,27.01,2010s,2010-01-01 00:00:00
Nicaragua,2011,2304,26.94,2010s,2011-01-01 00:00:00
Nicaragua,2012,2302,26.91,2010s,2012-01-01 00:00:00
Nicaragua,2013,2306,27.26,2010s,2013-01-01 00:00:00
Niger,1990,151,29.71,1990s,1990-01-01 00:00:00
Niger,1991,197,29.4,1990s,1991-01-01 00:00:00
Niger,1992,193,28.99,1990s,1992-01-01 00:00:00
Niger,1993,201,29.64,1990s,1993-01-01 00:00:00
Niger,1994,186,29.05,1990s,1994-01-01 00:00:00
Niger,1995,221,29.56,1990s,1995-01-01 00:00:00
Niger,1996,205,29.71,1990s,1996-01-01 00:00:00
Niger,1997,168,29.73,1990s,1997-01-01 00:00:00
Niger,1998,192,29.97,1990s,1998-01-01 00:00:00
Niger,1999,158,29.65,1990s,1999-01-01 00:00:00
Niger,2000,162,29.43,2000s,2000-01-01 00:00:00
Niger,2001,206,29.46,2000s,2001-01-01 00:00:00
Niger,2002,161,29.71,2000s,2002-01-01 00:00:00
Niger,2004,215,29.8,2000s,2004-01-01 00:00:00
Niger,2005,177,30.02,2000s,2005-01-01 00:00:00
Niger,2006,195,29.78,2000s,2006-01-01 00:00:00
Niger,2007,201,29.85,2000s,2007-01-01 00:00:00
Niger,2008,191,29.3,2000s,2008-01-01 00:00:00
Niger,2009,220,30.32,2000s,2009-01-01 00:00:00
Niger,2010,211,30.32,2010s,2010-01-01 00:00:00
Niger,2011,170,30.1,2010s,2011-01-01 00:00:00
Niger,2012,213,29.61,2010s,2012-01-01 00:00:00
Niger,2013,193,30.42,2010s,2013-01-01 00:00:00
Norway,1990,1414,4.55,1990s,1990-01-01 00:00:00
Norway,1991,1449,3.4,1990s,1991-01-01 00:00:00
Norway,1992,1467,3.83,1990s,1992-01-01 00:00:00
Norway,1993,1435,2.72,1990s,1993-01-01 00:00:00
Norway,1994,1443,2.74,1990s,1994-01-01 00:00:00
Norway,1995,1449,3.08,1990s,1995-01-01 00:00:00
Norway,1996,1421,1.88,1990s,1996-01-01 00:00:00
Norway,1997,1487,3.87,1990s,1997-01-01 00:00:00
Norway,1998,1430,3.06,1990s,1998-01-01 00:00:00
Norway,1999,1427,3.73,1990s,1999-01-01 00:00:00
Norway,2000,1428,4.52,2000s,2000-01-01 00:00:00
Norway,2001,1480,2.68,2000s,2001-01-01 00:00:00
Norway,2002,1462,3.57,2000s,2002-01-01 00:00:00
Norway,2004,1442,3.79,2000s,2004-01-01 00:00:00
Norway,2005,1440,4.26,2000s,2005-01-01 00:00:00
Norway,2006,1472,4.43,2000s,2006-01-01 00:00:00
Norway,2007,1415,3.96,2000s,2007-01-01 00:00:00
Norway,2008,1448,4.16,2000s,2008-01-01 00:00:00
Norway,2009,1484,3.31,2000s,2009-01-01 00:00:00
Norway,2010,1441,1.3,2010s,2010-01-01 00:00:00
Norway,2011,1445,4.14,2010s,2011-01-01 00:00:00
Norway,2012,1422,3.09,2010s,2012-01-01 00:00:00
Norway,2013,1487,3.5,2010s,2013-01-01 00:00:00
Pakistan,1990,494,24.22,1990s,1990-01-01 00:00:00
Pakistan,1991,509,23.76,1990s,1991-01-01 00:00:00
Pakistan,1992,563,23.67,1990s,1992-01-01 00:00:00
Pakistan,1993,511,24.41,1990s,1993-01-01 00:00:00
Pakistan,1994,522,24.05,1990s,1994-01-01 00:00:00
Pakistan,1995,495,23.94,1990s,1995-01-01 00:00:00
Pakistan,1996,516,23.89,1990s,1996-01-01 00:00:00
Pakistan,1997,560,23.43,1990s,1997-01-01 00:00:00
Pakistan,1998,515,24.44,1990s,1998-01-01 00:00:00
Pakistan,1999,559,24.86,1990s,1999-01-01 00:00:00
Pakistan,2000,553,24.74,2000s,2000-01-01 00:00:00
Pakistan,2001,546,24.72,2000s,2001-01-01 00:00:00
Pakistan,2002,504,24.94,2000s,2002-01-01 00:00:00
Pakistan,2004,521,24.97,2000s,2004-01-01 00:00:00
Pakistan,2005,518,24.06,2000s,2005-01-01 00:00:00
Pakistan,2006,546,24.47,2000s,2006-01-01 00:00:00
Pakistan,2007,555,24.58,2000s,2007-01-01 00:00:00
Pakistan,2008,510,24.34,2000s,2008-01-01 00:00:00
Pakistan,2009,512,24.76,2000s,2009-01-01 00:00:00
Pakistan,2010,517,24.89,2010s,2010-01-01 00:00:00
Pakistan,2011,534,24.48,2010s,2011-01-01 00:00:00
Pakistan,2012,524,24.21,2010s,2012-01-01 00:00:00
Pakistan,2013,557,25.24,2010s,2013-01-01 00:00:00
Papua New Guinea,1990,3142,25.27,1990s,1990-01-01 00:00:00
Papua New Guinea,1991,3168,25.04,1990s,1991-01-01 00:00:00
Papua New Guinea,1992,3160,25.3,1990s,1992-01-01 00:00:00
Papua New Guinea,1993,3173,25.02,1990s,1993-01-01 00:00:00
Papua New Guinea,1994,3213,25.07,1990s,1994-01-01 00:00:00
Papua New Guinea,1995,3184,25.44,1990s,1995-01-01 00:00:00
Papua New Guinea,1996,3150,25.41,1990s,1996-01-01 00:00:00
Papua New Guinea,1997,3158,24.86,1990s,1997-01-01 00:00:00
Papua New Guinea,1998,3172,26.05,1990s,1998-01-01 00:00:00
Papua New Guinea,1999,3172,25.38,1990s,1999-01-01 00:00:00
Papua New Guinea,2000,3162,25.4,2000s,2000-01-01 00:00:00
Papua New Guinea,2001,3212,25.43,2000s,2001-01-01 00:00:00
Papua New Guinea,2002,3199,25.48,2000s,2002-01-01 00:00:00
Papua New Guinea,2004,3208,25.23,2000s,2004-01-01 00:00:00
Papua New Guinea,2005,3204,25.51,2000s,2005-01-01 00:00:00
Papua New Guinea,2006,3160,25.04,2000s,2006-01-01 00:00:00
Papua New Guinea,2007,3150,25.2,2000s,2007-01-01 00:00:00
Papua New Guinea,2008,3196,25.17,2000s,2008-01-01 00:00:00
Papua New Guinea,2009,3194,25.08,2000s,2009-01-01 00:00:00
Papua New Guinea,2010,3164,25.74,2010s,2010-01-01 00:00:00
Papua New Guinea,2011,3163,25.17,2010s,2011-01-01 00:00:00
Papua New Guinea,2012,3173,25.14,2010s,2012-01-01 00:00:00
Papua New Guinea,2013,3173,25.44,2010s,2013-01-01 00:00:00
Peru,1990,1738,16.84,1990s,1990-01-01 00:00:00
Peru,1991,1788,17.15,1990s,1991-01-01 00:00:00
Peru,1992,1778,17.96,1990s,1992-01-01 00:00:00
Peru,1993,1793,17.56,1990s,1993-01-01 00:00:00
Peru,1994,1813,17.31,1990s,1994-01-01 00:00:00
Peru,1995,1762,17.26,1990s,1995-01-01 00:00:00
Peru,1996,1738,16.45,1990s,1996-01-01 00:00:00
Peru,1997,1743,18.62,1990s,1997-01-01 00:00:00
Peru,1998,1799,18.13,1990s,1998-01-01 00:00:00
Peru,1999,1786,16.65,1990s,1999-01-01 00:00:00
Peru,2000,1761,17.02,2000s,2000-01-01 00:00:00
Peru,2001,1786,16.95,2000s,2001-01-01 00:00:00
Peru,2002,1752,17.44,2000s,2002-01-01 00:00:00
Peru,2004,1798,17.29,2000s,2004-01-01 00:00:00
Peru,2005,1758,17.02,2000s,2005-01-01 00:00:00
Peru,2006,1806,17.61,2000s,2006-01-01 00:00:00
Peru,2007,1759,16.68,2000s,2007-01-01 00:00:00
Peru,2008,1781,17.34,2000s,2008-01-01 00:00:00
Peru,2009,1789,17.4,2000s,2009-01-01 00:00:00
Peru,2010,1754,16.97,2010s,2010-01-01 00:00:00
Peru,2011,1777,17.03,2010s,2011-01-01 00:00:00
Peru,2012,1805,17.68,2010s,2012-01-01 00:00:00
Peru,2013,1752,17,2010s,2013-01-01 00:00:00
Poland,1990,600,9.2,1990s,1990-01-01 00:00:00
Poland,1991,650,7.9,1990s,1991-01-01 00:00:00
Poland,1992,613,8.65,1990s,1992-01-01 00:00:00
Poland,1993,603,7.67,1990s,1993-01-01 00:00:00
Poland,1994,610,8.78,1990s,1994-01-01 00:00:00
Poland,1995,620,8.16,1990s,1995-01-01 00:00:00
Poland,1996,653,6.71,1990s,1996-01-01 00:00:00
Poland,1997,658,7.81,1990s,1997-01-01 00:00:00
Poland,1998,612,8.17,1990s,1998-01-01 00:00:00
Poland,1999,670,8.96,1990s,1999-01-01 00:00:00
Poland,2000,669,9.56,2000s,2000-01-01 00:00:00
Poland,2001,662,8.26,2000s,2001-01-01 00:00:00
Poland,2002,675,9.14,2000s,2002-01-01 00:00:00
Poland,2004,662,8.33,2000s,2004-01-01 00:00:00
Poland,2005,671,8.43,2000s,2005-01-01 00:00:00
Poland,2006,637,8.64,2000s,2006-01-01 00:00:00
Poland,2007,636,9.32,2000s,2007-01-01 00:00:00
Poland,2008,632,9.51,2000s,2008-01-01 00:00:00
Poland,2009,650,8.5,2000s,2009-01-01 00:00:00
Poland,2010,667,7.67,2010s,2010-01-01 00:00:00
Poland,2011,600,8.84,2010s,2011-01-01 00:00:00
Poland,2012,624,8.48,2010s,2012-01-01 00:00:00
Poland,2013,616,9.32,2010s,2013-01-01 00:00:00
Portugal,1990,854,16.55,1990s,1990-01-01 00:00:00
Portugal,1991,926,16.09,1990s,1991-01-01 00:00:00
Portugal,1992,879,15.95,1990s,1992-01-01 00:00:00
Portugal,1993,918,15.33,1990s,1993-01-01 00:00:00
Portugal,1994,916,16.12,1990s,1994-01-01 00:00:00
Portugal,1995,898,17.23,1990s,1995-01-01 00:00:00
Portugal,1996,911,16.12,1990s,1996-01-01 00:00:00
Portugal,1997,857,17.1,1990s,1997-01-01 00:00:00
Portugal,1998,918,16.4,1990s,1998-01-01 00:00:00
Portugal,1999,873,16.09,1990s,1999-01-01 00:00:00
Portugal,2000,868,16.23,2000s,2000-01-01 00:00:00
Portugal,2001,908,16.2,2000s,2001-01-01 00:00:00
Portugal,2002,883,16.19,2000s,2002-01-01 00:00:00
Portugal,2004,865,16.31,2000s,2004-01-01 00:00:00
Portugal,2005,872,16.43,2000s,2005-01-01 00:00:00
Portugal,2006,921,16.84,2000s,2006-01-01 00:00:00
Portugal,2007,915,16.11,2000s,2007-01-01 00:00:00
Portugal,2008,877,16.12,2000s,2008-01-01 00:00:00
Portugal,2009,869,16.84,2000s,2009-01-01 00:00:00
Portugal,2010,893,16.5,2010s,2010-01-01 00:00:00
Portugal,2011,875,16.91,2010s,2011-01-01 00:00:00
Portugal,2012,924,16.24,2010s,2012-01-01 00:00:00
Portugal,2013,912,16.77,2010s,2013-01-01 00:00:00
Qatar,1990,74,27.38,1990s,1990-01-01 00:00:00
Qatar,1991,78,26.77,1990s,1991-01-01 00:00:00
Qatar,1992,81,26.22,1990s,1992-01-01 00:00:00
Qatar,1993,128,27.1,1990s,1993-01-01 00:00:00
Qatar,1994,113,27.59,1990s,1994-01-01 00:00:00
Qatar,1995,142,27.16,1990s,1995-01-01 00:00:00
Qatar,1996,122,27.66,1990s,1996-01-01 00:00:00
Qatar,1997,100,27.23,1990s,1997-01-01 00:00:00
Qatar,1998,117,28.48,1990s,1998-01-01 00:00:00
Qatar,1999,85,28.62,1990s,1999-01-01 00:00:00
